Date,XLE_adj_close,AMLP_adj_close,VDE_adj_close,XOP_adj_close,MLPX_adj_close,MLPA_adj_close,FENY_adj_close,IYE_adj_close,TPYP_adj_close,IEO_adj_close,VGT_adj_close,XLK_adj_close,IYW_adj_close,SOXX_adj_close,FTEC_adj_close,SOXL_adj_close,NVDL_adj_close,QTEC_adj_close,SKYY_adj_close,RSPT_adj_close,XLF_adj_close,VFH_adj_close,KRE_adj_close,IYF_adj_close,FAS_adj_close,KBWB_adj_close,KBE_adj_close,FNCL_adj_close,IAI_adj_close,IYG_adj_close,XLP_adj_close,VDC_adj_close,IYK_adj_close,FSTA_adj_close,FXG_adj_close,RSPS_adj_close,PBJ_adj_close,PSL_adj_close,PSCC_adj_close,FTXG_adj_close,XBI_adj_close,IBB_adj_close,FBT_adj_close,LABU_adj_close,BBC_adj_close
2015-01-02,53.59371566772461,38.69389343261719,79.77926635742188,162.66201782226562,32.884254455566406,42.646766662597656,15.997148513793944,31.94261932373047,16.589218139648438,57.14706802368164,94.16539764404295,36.49882125854492,24.22395896911621,27.797266006469727,28.66510772705078,2.0641868114471436,3.9148128032684326,41.15093994140625,27.44384002685547,8.317622184753418,16.656862258911133,40.46070861816406,31.874853134155273,38.19776153564453,29.450395584106445,29.87027359008789,26.516193389892575,23.769006729125977,36.066749572753906,26.054771423339844,37.3336067199707,97.1936264038086,27.966840744018555,23.0614070892334,35.99562454223633,16.902721405029297,26.84426498413086,44.951019287109375,15.536309242248535,17.199501037597656,61.73051071166992,99.92474365234376,100.96989440917967,3084.143310546875,27.851638793945312
2015-01-05,51.376670837402344,37.6422004699707,76.61456298828125,152.23284912109375,31.52062606811523,41.53424072265625,15.38240909576416,30.630308151245117,16.589218139648438,53.95101547241211,92.54839324951172,35.941650390625,23.837535858154297,27.273128509521484,28.1924991607666,1.9473737478256223,3.9148128032684326,40.54756546020508,26.942930221557617,8.178322792053223,16.306615829467773,39.736473083496094,30.987232208251953,37.48733901977539,27.776294708251953,28.982954025268555,25.807283401489254,23.36878204345703,35.693092346191406,25.38713264465332,37.07107162475586,96.39722442626952,27.65269660949707,22.888370513916016,35.61252212524414,16.79381561279297,26.50893211364746,44.521034240722656,15.394942283630373,17.199501037597656,61.92380905151367,99.7649383544922,101.32462310791016,3084.143310546875,28.028162002563477
2015-01-06,50.62190246582031,37.13825225830078,75.46246337890625,147.62376403808594,30.803863525390625,41.11041259765625,15.15886688232422,30.19048500061035,16.589218139648438,52.742557525634766,91.35595703125,35.508304595947266,23.513954162597656,26.665132522583008,27.828962326049805,1.814793825149536,3.9148128032684326,39.661407470703125,26.49019241333008,8.049102783203125,16.057409286499023,39.19122314453125,30.25020408630371,36.99258041381836,26.684078216552734,28.20555877685547,25.138202667236328,23.033891677856445,34.88633346557617,24.821779251098633,37.02474594116211,96.31912994384766,27.494274139404297,22.864774703979492,35.527374267578125,16.788938522338867,26.34126091003418,44.53895568847656,15.302619934082031,17.199501037597656,60.3839111328125,98.1209487915039,99.6889190673828,3084.143310546875,27.18476676940918
2015-01-07,50.72970962524414,37.00679397583008,75.64738464355469,146.14353942871094,30.73393440246582,41.03096008300781,15.172839164733888,30.282699584960938,16.589218139648438,52.599464416503906,92.16898345947266,35.80898666381836,23.71181869506836,26.92869758605957,28.092529296875,1.8697550296783447,3.9148128032684326,40.0573616027832,26.61541748046875,8.11234188079834,16.225788116455078,39.60625076293945,30.4166202545166,37.381614685058594,27.58925437927246,28.44898223876953,25.29751205444336,23.27076530456543,35.31093215942383,25.05190086364746,37.65791702270508,97.90414428710938,27.958786010742188,23.273773193359375,36.259544372558594,17.01651954650879,26.906034469604492,45.16600036621094,15.311267852783203,17.199501037597656,62.798606872558594,101.77098846435548,102.69427490234376,3084.143310546875,28.01737403869629
2015-01-08,51.86856842041016,37.33544158935547,77.2830581665039,151.08900451660156,31.24091911315918,41.348819732666016,15.529108047485352,31.006254196166992,16.589218139648438,54.364444732666016,94.2466812133789,36.59611511230469,24.30310821533203,27.72837829589844,28.728729248046875,2.0380070209503174,3.9148128032684326,40.9623908996582,26.9910945892334,8.292879104614258,16.46826171875,40.14334487915039,31.074403762817383,37.92289352416992,28.78768539428711,28.935827255249023,25.743558883666992,23.61382102966309,35.794986724853516,25.48089599609375,38.22930145263672,99.41110229492188,28.41254997253418,23.635583877563477,36.84700393676758,17.299360275268555,27.33843421936035,45.748268127441406,15.504573822021484,17.199501037597656,64.19108581542969,102.56690216064452,103.9161148071289,3084.143310546875,28.518508911132812
2015-01-09,51.45751190185547,37.35737609863281,76.74258422851562,152.26644897460938,30.96118927001953,41.348819732666016,15.41733455657959,30.76506996154785,16.589218139648438,54.37237930297851,94.00277709960938,36.48112487792969,24.20999336242676,27.74335670471191,28.656023025512695,2.0430588722229004,3.9148128032684326,40.92467498779297,26.923664093017575,8.27180004119873,16.246002197265625,39.6632194519043,30.17094993591309,37.44504928588867,27.787837982177734,28.291948318481445,25.098373413085938,23.31977653503418,35.25149154663086,25.077465057373047,37.920433044433594,98.64591217041016,28.181642532348633,23.446815490722656,36.65118789672851,17.198585510253906,27.179590225219727,45.372047424316406,15.337238311767578,17.199501037597656,64.24021911621094,102.2015609741211,103.45299530029295,3084.143310546875,28.746028900146484
2015-01-12,49.97499084472656,36.48093795776367,74.59484100341797,144.99961853027344,30.087081909179688,40.42171096801758,14.97025203704834,29.864185333251953,16.589218139648438,52.2416877746582,92.8103485107422,36.0566291809082,23.879440307617188,27.21023750305176,28.292476654052734,1.9202759265899656,3.9148128032684326,40.29304122924805,26.65394401550293,8.162745475769043,16.111289978027344,39.38653945922851,29.85394859313965,37.170188903808594,27.17823028564453,28.017118453979492,24.787738800048828,23.19725227355957,34.84385681152344,24.799049377441406,37.80461120605469,98.24771881103516,28.050077438354492,23.368160247802734,36.35320281982422,17.063655853271484,26.941326141357425,45.0764274597168,15.239147186279297,17.199501037597656,64.84964752197266,102.76911163330078,104.63543701171876,3084.143310546875,28.77348899841309
2015-01-13,49.577396392822266,35.9112663269043,73.98323059082031,144.1922149658203,29.527658462524418,39.547584533691406,14.86546516418457,29.637178421020508,16.589218139648438,51.852142333984375,92.79229736328124,36.03009033203125,23.874778747558594,26.94367790222168,28.274303436279297,1.8630191087722776,3.9148128032684326,39.991355895996094,26.634679794311523,8.12700366973877,16.057409286499023,39.26446533203125,29.71921730041504,37.05178451538086,26.93808364868164,27.81295394897461,24.612503051757812,23.074729919433594,34.67401123046875,24.696773529052734,37.79689025878906,98.20866394042967,27.988317489624023,23.36029052734375,36.24252700805664,17.0717830657959,26.994279861450195,44.9330940246582,15.487265586853027,17.199501037597656,64.37126922607422,102.7397918701172,105.4926986694336,3084.143310546875,28.351789474487305
2015-01-14,49.73237991333008,36.10845947265625,74.24634552001953,148.12844848632812,29.807374954223633,39.971405029296875,14.900396347045898,29.729398727416992,16.589218139648438,52.32119369506836,92.23223876953124,35.82666778564453,23.74907684326172,26.790924072265625,28.10161590576172,1.833165168762207,3.9148128032684326,39.75565719604492,26.480558395385746,8.071101188659668,15.828397750854492,38.80062103271485,29.307113647460938,36.59931564331055,25.92438507080078,27.255434036254883,24.238140106201172,22.8215274810791,33.94367599487305,24.196760177612305,37.68106460571289,97.94318389892578,27.915815353393555,23.297365188598633,36.29361724853515,17.053911209106445,26.879558563232425,45.12120819091797,15.360315322875977,17.199501037597656,65.3705825805664,102.93548583984376,105.67005920410156,3084.143310546875,28.891170501708984
2015-01-15,49.09892272949219,36.30565643310547,73.200927734375,143.14930725097656,29.807374954223633,40.31576919555664,14.704795837402344,29.346345901489254,16.589218139648438,51.52616882324219,90.82296752929688,35.36680221557617,23.39988899230957,26.57827377319336,27.692636489868164,1.7884613275527954,3.9148128032684326,39.24660110473633,26.056718826293945,7.9629597663879395,15.633069038391112,38.385589599609375,28.95840072631836,36.18912506103515,25.090797424316406,26.784303665161133,23.88766288757324,22.568313598632812,33.32374572753906,23.787660598754883,37.74285125732422,98.16182708740234,27.76815414428711,23.32883071899414,36.31063461303711,17.105924606323242,26.897207260131836,45.26453399658203,15.302619934082031,17.199501037597656,62.94276428222656,100.36837005615234,103.60081481933594,3084.143310546875,27.360313415527344
